start	end	text
2853000	2855000	because it's like you use styling
2855000	2857000	or you can do styling differently which can get
2857000	2859000	in the way I also do want to shout out
2859000	2861000	Joshua who rated and
2861000	2863000	apparently works at Code Academy as well
2863000	2865000	he was chiming in a bit
2865000	2867000	oh I tried to shout out but it said it doesn't exist
2867000	2869000	sorry go follow Joshua everyone
2869000	2871000	but he was saying like
2871000	2873000	yeah definitely run into the
2873000	2875000	big props bundle at Code Academy
2875000	2877000	of like the slowdowns were really just
2877000	2879000	slamming a bunch of data down the pipe that
2879000	2881000	didn't need to be and it was just delaying
2881000	2883000	the amount because it had to
2883000	2885000	get initial props which was a lot
2885000	2887000	and then hydrate it all onto the page
2887000	2889000	and there was no way to sort of
2889000	2891000	introspect that like
2891000	2893000	because you're on the client you're not really introspecting
2893000	2895000	what your server is doing
2895000	2897000	when you're on that boundary
2897000	2899000	yeah so the other thing that maybe
2899000	2901000	is not obvious but you know when I
2901000	2903000	talk about server components
2903000	2905000	also including like
2905000	2907000	10 years of hard thinking about
2907000	2909000	optimizations it's also stuff like this
2909000	2911000	so like with server components
2911000	2913000	you don't actually have
2913000	2915000	this kind of waterfall
2915000	2917000	where like in
2917000	2919000	traditional server rendered
2919000	2921000	React frameworks including
2921000	2923000	Next.js you would have this
2923000	2925000	you have to download all the code
2925000	2927000	then like
2927000	2929000	enough to hydrate your page
2929000	2931000	like the main chunk
2931000	2933000	you have to get all the data
2933000	2935000	like inlined into HTML
2935000	2937000	and only then you can start hydrating
2937000	2939000	so server components doesn't work like this
2939000	2941000	in server components you only need
2941000	2943000	like enough to
2943000	2945000	get the initial shell
2945000	2947000	to hydrate so actually
2947000	2949000	your components
2949000	2951000	your client component chunks
2951000	2953000	they're loaded asynchronously
2953000	2955000	and so React can start hydrating
2955000	2957000	before all the data arrives
2957000	2959000	before all the code arrives
2959000	2961000	we actually want to start as early as possible
2961000	2963000	and then we kind of
2963000	2965000	make a tree interactive
2965000	2967000	as like chunks of code
2967000	2969000	chunks of data
2969000	2971000	streaming, they're like separated
2971000	2973000	if you see like how Next
2973000	2975000	kind of generates the stuff
2975000	2977000	it emits separate script tags
2977000	2979000	that add a little bit more data
2979000	2981000	as it becomes available
2981000	2983000	and we update the UI
2983000	2985000	as it becomes available
2985000	2987000	even before React actually loads
2987000	2989000	we're able to update the UI to progressively show
2989000	2991000	more output from the server
2991000	2993000	it's all designed to be very
2993000	2995000	incremental so that you don't
2995000	2997000	have these things where you have to do
2997000	2999000	the whole pass
2999000	3001000	of one thing and then the whole pass
3001000	3003000	of another thing it's like you do small bits
3003000	3005000	here and there so it progressively
3005000	3007000	becomes more and more interactive
3007000	3009000	yeah exactly
3009000	3011000	and I think that's a good segue into
3011000	3013000	a little bit of code that I have to
3013000	3015000	demo that's outside of Next.js
3015000	3017000	so
3017000	3019000	it looks like you can still see my live share
3019000	3021000	but I'll start
3021000	3023000	by giving a little context on
3023000	3025000	what we might try to build today
3025000	3027000	it's meant to have multiple
3027000	3029000	steps so if we don't get to all of them
3029000	3031000	we at least have something at the end of the day
3031000	3033000	but let me also
3033000	3035000	screen share for the lovelies out there
3035000	3037000	guest screen share, cool
3037000	3039000	so
3039000	3041000	this is just a basic mockup
3041000	3043000	that I put together of something you might
3043000	3045000	try to build when you're building
3045000	3047000	an application. I called it
3047000	3049000	abramix as a pun on abramov
3049000	3051000	I tried, I really tried here
3051000	3053000	sorry about that
3053000	3055000	well thank you
3055000	3057000	but this is like a basic song
3057000	3059000	interface you might have where
3059000	3061000	you just have a readout of all of your albums
3061000	3063000	you might have a search bar that filters
3063000	3065000	which albums are showing on the page
3065000	3067000	and I'd love to talk about how would you
3067000	3069000	do search, where would you do that logic
3069000	3071000	client versus server since
3071000	3073000	I've wondered that a lot
3073000	3075000	and maybe you
3075000	3077000	have individual routes for every album
3077000	3079000	where you click into one, it goes to
3079000	3081000	slash album name and then it shows you
3081000	3083000	more information and that can be
3083000	3085000	client side routing
3085000	3087000	we use Next.js for that
3087000	3089000	I think it's a pretty clear
3089000	3091000	upgrade journey
3091000	3093000	but as a workbench
3093000	3095000	to try that out I have
3095000	3097000	a server running over here
3097000	3099000	on what I called simple
3099000	3101000	RSC which is a
3101000	3103000	repo that people can go try out now
3103000	3105000	if they want to, it only runs on node
3105000	3107000	version 18.13
3107000	3109000	because I'm bad at testing things before I
3109000	3111000	deploy, but if you want to
3111000	3113000	try it out, it's just a node
3113000	3115000	server that builds
3115000	3117000	some React components using esbuild
3117000	3119000	and lets you see
3119000	3121000	a single route on the page, there's no
3121000	3123000	routing, there's no opinions around really
3123000	3125000	anything, all that's coded into this
3125000	3127000	is a way to write a server component
3127000	3129000	and a debugging view
3129000	3131000	at the bottom of the page that shows
3131000	3133000	you all of the stuff that is
3133000	3135000	coming down from the server as the page
3135000	3137000	is rendering in real time
3137000	3139000	and you can see a basic example
3139000	3141000	of that off to the right
3141000	3143000	where we have our server
3143000	3145000	component over here in our editor
3145000	3147000	there's some stale imports that we're not using
3147000	3149000	right now, but all this is doing
3149000	3151000	is it's creating a server component
3151000	3153000	it's rendering an h1 saying
3153000	3155000	welcome to server components
3155000	3157000	oh is the repo still private, oh dang
3157000	3159000	thank you for the call out
3159000	3161000	let me
3161000	3163000	make my screen share and change it to public
3163000	3165000	so I don't dox myself
3165000	3167000	and then I will show it again
3167000	3169000	if I go to settings
3169000	3171000	change visibility, change to public
3171000	3173000	I want to make this repository
3173000	3175000	public, please please
3175000	3177000	please, I have to send an
3177000	3179000	SMS to myself to make it public
3179000	3181000	oh my god
3181000	3183000	there's three dialogues
3183000	3185000	and a text message, that's crazy
3185000	3187000	605
3187000	3189000	043
3189000	3191000	okay, now
3191000	3193000	it should be public, if anyone wants to
3193000	3195000	click on that link
3195000	3197000	you can go try it out
3197000	3199000	and now I have to go back
3199000	3201000	to code, hold that up
3201000	3203000	and send in the chat
3203000	3205000	alright
3205000	3207000	but yeah, I heard your opinions
3207000	3209000	earlier of like, you're probably not going to
3209000	3211000	do this to do anything production ready
3211000	3213000	which is why I only set this up with the dev
3213000	3215000	server, I only set it up with
3215000	3217000	a panel of everything
3217000	3219000	that's going on, and there's no way
3219000	3221000	to actually deploy this to production right now
3221000	3223000	because that's not really the intended use case
3223000	3225000	but yeah, off to
3225000	3227000	the right is the most user-friendly
3227000	3229000	feed that I could create
3229000	3231000	and it is literally
3231000	3233000	showing you all of the stuff that is coming down the
3233000	3235000	wire when you stream something
3235000	3237000	so here, what we're rendering on the page
3237000	3239000	is just some instructions
3239000	3241000	as I would call them, from the server
3241000	3243000	to go make some JSX DOM elements
3243000	3245000	and then append them to the page
3245000	3247000	as we're seeing here, and there's no
3247000	3249000	hydration or server rendering going on, it's just like
3249000	3251000	a client that fetches a server
3251000	3253000	component and shows it to you
3253000	3255000	yeah, first
3255000	3257000	do you have any initial questions on
3257000	3259000	this setup and everything that I have going on
3259000	3261000	because there is a lot under the hood
3261000	3263000	are you asking
3263000	3265000	me or the viewers?
3265000	3267000	a little bit, just to
3267000	3269000	slow down for a second
3269000	3271000	no, no, I'm saying, is it a question
3271000	3273000	to me, do I have questions, or are you
3273000	3275000	asking somebody?
3275000	3277000	yeah, maybe one thing
3277000	3279000	I'm not sure about
3279000	3281000	is
3281000	3283000	how did you get the build setup?
3283000	3285000	you said you did your own
3285000	3287000	bundle plugin
3287000	3289000	yes, I did
3289000	3291000	so, the build
3291000	3293000	is actually pretty interesting
3293000	3295000	it's inside of this handler.js
3295000	3297000	file, and this is going
3297000	3299000	right in the weeds, but I don't really mind it
3299000	3301000	where
3301000	3303000	I set up a simple
3303000	3305000	request response handler, that's all this is
3305000	3307000	it just takes in a web standard request
3307000	3309000	sends a response, and
3309000	3311000	in order to get the server
3311000	3313000	I set it up to import
3313000	3315000	a built server
3315000	3317000	and the bundle map is
3317000	3319000	something that's generated separately, as it
3319000	3321000	crawls through the page, it discovers client
3321000	3323000	components, and puts them into this map
3323000	3325000	that it's able to match up at the end of the day
3325000	3327000	that gets into client components
3327000	3329000	which I guess we'll explore in a moment
3329000	3331000	but that's all it really
3331000	3333000	does for that, the more interesting
3333000	3335000	file, actually I just remembered
3335000	3337000	that I moved the build step out
3337000	3339000	over here
3339000	3341000	I can jump over here, but this
3341000	3343000	is using esbuild to do everything
3343000	3345000	so not necessarily plugins, but
3345000	3347000	it's got a two step
3347000	3349000	build process right now
3349000	3351000	where it looks for that server component
3351000	3353000	and it will output it
3353000	3355000	just using a JSX transform
3355000	3357000	it's not going to resolve any modules or anything
3357000	3359000	it's literally just going to output it
3359000	3361000	with the JSX transform, leave everything else alone
3361000	3363000	and the one weird piece
3363000	3365000	is this part right here
3365000	3367000	anyone watching at home, don't do
3367000	3369000	this, but I am reading
3369000	3371000	the file, whenever it discovers
3371000	3373000	a client component, I'm checking for
3373000	3375000	the use client directive
3375000	3377000	and I'm doing this wild line
3377000	3379000	right here that
3379000	3381000	inserts a few things that Webpack
3381000	3383000	looks for in order to decide if something
3383000	3385000	is a client component
3385000	3387000	so it imports it inline
3387000	3389000	it tells it that it's a client
3389000	3391000	reference, and then it returns
3391000	3393000	that in order to import onto the page
3393000	3395000	and I figured out
3395000	3397000	it works! It's not using Webpack
3397000	3399000	and it still does technically work
3399000	3401000	but that's an under the hood view
3401000	3403000	I'm sure you don't have
3403000	3405000	pleasant opinions about it, but
3405000	3407000	it works
3409000	3411000	I think I don't fully understand
3411000	3413000	the handler part
3413000	3415000	this runs
3415000	3417000	what is the
3419000	3421000	oh sure
3421000	3423000	why is there a
3423000	3425000	path, oh so this is the thing
3425000	3427000	you fetch, right?
3427000	3429000	this is the thing you fetch
3429000	3431000	yeah, so this is
3431000	3433000	the server components endpoint
3433000	3435000	so to speak
3435000	3437000	yeah, and I could have
3437000	3439000	it's a bit confusing because
3439000	3441000	it looks like I'm
3441000	3443000	fetching JSX and I'm like
3443000	3445000	what is this about?
3445000	3447000	I named it that thinking that's how it worked
3447000	3449000	and realized that's not what I'm doing
3449000	3451000	I'm actually sending you the stream
3451000	3453000	I'm not sending you the file
3453000	3455000	this is kind of more like
3457000	3459000	like RSC or
3459000	3461000	yeah
3461000	3463000	it's just like an API
3463000	3465000	it's like a
3465000	3467000	GraphQL endpoint I think, except
3467000	3469000	instead of GraphQL it's like
3469000	3471000	React
3471000	3473000	okay, now that makes sense, I get it
3473000	3475000	yep, I should have explained that part
3475000	3477000	because I realized after the fact that's not
3477000	3479000	what it is, and I also looked through
3479000	3481000	some of the React docs and
3481000	3483000	the content type of what this sends down is
3483000	3485000	like X component is
3485000	3487000	one way to put it, it's special
3487000	3489000	it's something that React understands
3489000	3491000	is the way that I would put it
3491000	3493000	yeah, okay
3493000	3495000	that sounds good
3495000	3497000	yeah, I don't
3497000	3499000	think I have any more questions
3499000	3501000	so we can
3501000	3503000	maybe try to do something
3503000	3505000	I do want to clarify
3505000	3507000	though for people watching that
3507000	3509000	if I understood correctly what you're saying
3509000	3511000	like, the architecture here essentially
3511000	3513000	is that the browser
3513000	3515000	will load like an empty HTML shell
3515000	3517000	which is kind of like
3517000	3519000	a traditional CRA app actually
3519000	3521000	like a web app
3521000	3523000	it loads empty HTML
3523000	3525000	then requests the
3525000	3527000	server component endpoint
3527000	3529000	and server component streams in
3529000	3531000	you know, what the server output is
3531000	3533000	so it's not super efficient because
3533000	3535000	it has this client-server waterfall
3535000	3537000	for the first load
3537000	3539000	whereas a proper setup would
3539000	3541000	actually do SSR as well
3541000	3543000	so it would
3543000	3545000	do that on the server instead
3545000	3547000	like when it hits index.html
3547000	3549000	it would
3549000	3551000	actually talk to the RSC endpoint
3551000	3553000	on the server
3553000	3555000	load that HTML, stream the HTML
3555000	3557000	to the client, and that's how the
3557000	3559000	initial page would be
3559000	3561000	actually have content without
3561000	3563000	an extra waterfall
3563000	3565000	but this is much harder to do
3565000	3567000	manually, and there's already enough
3567000	3569000	of manual setup, so this is just
3569000	3571000	the simplified version
3571000	3573000	yeah, and that's the callout
3573000	3575000	that's definitely worth making
3575000	3577000	because I'll admit, I tried, but I realized
3577000	3579000	doing that without blocking
3579000	3581000	on suspense boundaries
3581000	3583000	and not just reading the whole stream
3583000	3585000	I was like, I can't, I don't know
3585000	3587000	what I'm supposed to do here, I know
3587000	3589000	Next.js knows, they figured it out
3589000	3591000	but yeah, it's a different
3591000	3593000	problem
3593000	3595000	it's doable, like we actually have
3595000	3597000	an example in the React repo
3597000	3599000	so we go to fixtures slash
3599000	3601000	flight, it has like a super
3601000	3603000	believe me, I've had
3603000	3605000	every page visited at this point
3605000	3607000	yeah, so it shows
3607000	3609000	how to do it, but it is confusing
3609000	3611000	it's a lot
3611000	3613000	oh yeah, for a client
3613000	3615000	emulator, this is the page that
3615000	3617000	I was reading for a little bit
3617000	3619000	I don't actually see
3619000	3621000	because I think you're sharing just the part of the screen
3621000	3623000	so I don't know
3623000	3625000	I shared an individual tab
3625000	3627000	which means I would have to visit it in this
3627000	3629000	tab, and then it would work
3629000	3631000	it also
3631000	3633000	might be delayed
3633000	3635000	yeah
3635000	3637000	this is the weird part, and this
3637000	3639000	definitely speaks to what you said about client
3639000	3641000	isn't really browser
3641000	3643000	client is just whoever wants to consume
3643000	3645000	that server component, and it could
3645000	3647000	be the server itself in order to render it
3647000	3649000	to HTML, or it could be the client
3649000	3651000	when you're trying to do client-side routing
3651000	3653000	which is usually what you'd end up with
3653000	3655000	here, like yeah, the initial load
3655000	3657000	of, now I have to hit back
3657000	3659000	the initial load of this
3659000	3661000	that's not good, you want to have the server rendered
3661000	3663000	but if I want to load this as
3663000	3665000	another route coming in, then
3665000	3667000	it actually makes sense, I actually want to get this
3667000	3669000	full stream and just render it onto the page
3669000	3671000	of JavaScript
3671000	3673000	yeah, I think another thing that's
3673000	3675000	worth highlighting maybe is
3675000	3677000	I think
3677000	3679000	sometimes people have this
3679000	3681000	wrong mental model of
3681000	3683000	when you have a server component in the tree
3683000	3685000	you go to the server, and it's
3685000	3687000	like each individual server component
3687000	3689000	is kind of rendered independently
3689000	3691000	but it's really not like this
3691000	3693000	it's more like
3693000	3695000	it's just, there's
3695000	3697000	I think in a simple setup, like
3697000	3699000	the one you have, the only
3699000	3701000	server component that you talk
3701000	3703000	to or render is the
3703000	3705000	top-level one, so it's really about
3705000	3707000	top-down rendering
3707000	3709000	the whole page, and if you
3709000	3711000	refetch, it's going to go to the
3711000	3713000	server component
3713000	3715000	server and re-render the
3715000	3717000	app, the top-level thing
3717000	3719000	and get the new output for that
3719000	3721000	and then that's of course not super
3721000	3723000	efficient, so this is why with something
3723000	3725000	like Next.js, you have nested routing
3725000	3727000	where the granularity
3727000	3729000	is to the
3729000	3731000	sub-route level
3731000	3733000	so you can't update
3733000	3735000	one small server component
3735000	3737000	that doesn't make sense in the model, because they
3737000	3739000	all have to be consistent
3739000	3741000	with each other, but what you can do
3741000	3743000	is you can invalidate the sub-route
3743000	3745000	so that would be like, for example, if you have
3745000	3747000	a shell of the page, and then they have
3747000	3749000	some kind of tab interface
3749000	3751000	like about, photos,
3751000	3753000	memories, whatever,
3753000	3755000	then when you switch those things,
3755000	3757000	it's just this part that
3757000	3759000	gets independently refetched
3759000	3761000	from the server, but if you want
3761000	3763000	to refetch something
3763000	3765000	broader, like you want to change
3765000	3767000	there's a mutation that affected something
3767000	3769000	else on the screen, you just refetch
3769000	3771000	the whole thing, and this might sound like
3771000	3773000	oh, this is going to be super slow, but let's remember
3773000	3775000	that this is literally what happens if the
3775000	3777000	user just opens the page and
3777000	3779000	opens the tab, so it's not
3779000	3781000	that different from
3781000	3783000	traditional web models.
3783000	3785000	Yeah, it's not.
3785000	3787000	And that is a real big thing of like
3787000	3789000	routes aren't necessarily
3789000	3791000	full routes, they're layers of an
3791000	3793000	onion or individual components
3793000	3795000	that you can just slot into view
3795000	3797000	like this server component that we've created
3797000	3799000	here, this could be fetched from
3799000	3801000	some other route on the page, and it could just add
3801000	3803000	welcome to server components below
3803000	3805000	a navigation bar and other things
3805000	3807000	that are being rendered. It's just a way to
3807000	3809000	officially fetch server stuff.
3809000	3811000	Yeah, but then for that you kind of
3811000	3813000	need a framework because
3813000	3815000	implementing this kind of nested thing
3815000	3817000	in this demo, that's yet
3817000	3819000	another level of complexity, and that's why
3819000	3821000	DIY is
3821000	3823000	actually really hard today because you just
3823000	3825000	don't have a router like this
3825000	3827000	that's, you know, there is no RSC
3827000	3829000	router you can use off the shelf.
3829000	3831000	But you can build one.
3831000	3833000	You can write one.
3833000	3835000	I'm not going to invite myself to do that.
3835000	3837000	I've already sunk too much time into this.
3837000	3839000	But yeah, that's
3839000	3841000	why I guess the main goal of this project
3841000	3843000	was like, I just want a way to workbench
3843000	3845000	one server component and have a
3845000	3847000	dev panel of the stuff coming down the pipe.
3847000	3849000	And that's it. Like, no opinions
3849000	3851000	on routing because, as you kind of mentioned,
3851000	3853000	React is
3853000	3855000	I don't know if you said this yet, but React
3855000	3857000	is more of an architecture
3857000	3859000	and a library than it is a
3859000	3861000	framework. And in
3861000	3863000	order to have any opinions about, like, where
3863000	3865000	do the routes go? What is the
3865000	3867000	nesting strategies that you probably
3867000	3869000	want? Like, that's immediately framework
3869000	3871000	opinions. And that's already taking
3871000	3873000	things to a new space.
3873000	3875000	Yeah.
3875000	3877000	Yeah.
3877000	3879000	So with this, I'm thinking
3879000	3881000	like, maybe we can put some albums
3881000	3883000	on the page and render them out to start.
3883000	3885000	I have some
3885000	3887000	really basic endpoints here.
3887000	3889000	And this is literally just
3889000	3891000	fetching some JSON. And I say
3891000	3893000	fetch, it's just an
3893000	3895000	import with an artificial
3895000	3897000	wait time to make it feel like it's a server
3897000	3899000	but it's not. It was just
3899000	3901000	the easiest way.
3901000	3903000	Where should that be looking? I'm not sure.
3903000	3905000	Sorry. Right.
3905000	3907000	I was just looking at this DB fetch file.
3907000	3909000	Oh, okay.
3909000	3911000	This part isn't too important
3911000	3913000	but I just made some JSON dumps
3913000	3915000	of good albums that I
3915000	3917000	like. That's why I actually mentioned
3917000	3919000	earlier, like, if you want to put an album on here, we can.
3919000	3921000	Because you put out those really
3921000	3923000	good tweets of just, like, a random song on Spotify.
3923000	3925000	Like, this is great. Like, you know
3925000	3927000	what, you're right. It's really good.
3927000	3929000	But yeah, that's all this is
3929000	3931000	doing. I have a get all, which will
3931000	3933000	wait 300 milliseconds and send you all the
3933000	3935000	albums. And get by ID, where
3935000	3937000	you can pass in an individual ID
3937000	3939000	slug, whatever you want. So if you
3939000	3941000	want to do routing, that's how you would get, like,
3941000	3943000	an individual entry.
3943000	3945000	But yeah.
3945000	3947000	I hopped back over here. I think I have to
3947000	3949000	keep, like, focusing you to bring you
3949000	3951000	into the model. Yeah, yeah.
3951000	3953000	We're trying VS Code live share, by the way.
3953000	3955000	So
3955000	3957000	we'll see how it goes.
3957000	3959000	Anything goes
3959000	3961000	is the idea here. If we want to jump
3961000	3963000	in and type code, either one of us can do it.
3963000	3965000	But yeah.
3965000	3967000	In order to render all of the albums
3967000	3969000	onto the page,
3969000	3971000	well, I've already kind of done it.
3971000	3973000	I kind of spoiled it.
3973000	3975000	Where in a server company, you can just
3975000	3977000	say, wait, get all the albums,
3977000	3979000	and then to put them on the page, I guess we could just
3979000	3981000	do a map over whatever's
3981000	3983000	going on.
3983000	3985000	There's one thing I asked about earlier
3985000	3987000	where I was wondering
3987000	3989000	why you would need an
3989000	3991000	ID prop or a key. That's what
3991000	3993000	I'm thinking of.
3993000	3995000	Because that's always been the thing with React
3995000	3997000	Lists that I forget.
3997000	3999000	Which is adding a key onto every entry.
3999000	4001000	So is that still
4001000	4003000	required? And if so,
4003000	4005000	what is sort of the benefit to that?
4005000	4007000	Yeah, so maybe
4007000	4009000	I think to answer that question,
4009000	4011000	do you know why it's required?
4011000	4013000	If we put server components out of the
4013000	4015000	story, do you know why it's required on the client?
4015000	4017000	Yeah, I know why it's required
4017000	4019000	on the client. Usually for
4019000	4021000	if the list updates
4021000	4023000	and you need things to
4023000	4025000	reorient and you want it to re-render
4025000	4027000	efficiently, then a key will actually tell
4027000	4029000	React, this is the part that was removed.
4029000	4031000	This is the part that got moved up.
4031000	4033000	So if you want to animate that transition
4033000	4035000	of the
4035000	4037000	item with a key of 4 moved
4037000	4039000	from this position to this position,
4039000	4041000	React can track, oh, that's
4041000	4043000	the thing with the key of 4. I know how to animate
4043000	4045000	that up if you're using some external
4045000	4047000	library for it. Is that kind of right?
4047000	4049000	I know there's more reasons.
4049000	4051000	Sort of. I think maybe the focus
4051000	4053000	on efficiency is a mistake.
4053000	4055000	I think we've kind of maybe explained
4055000	4057000	it badly in the old docs where
4057000	4059000	we explain it as, oh, if
4059000	4061000	you want it to be fast, then you should use
4061000	4063000	a key. It has nothing to do with being
4063000	4065000	fast.
4065000	4067000	Yeah, not fast.
4067000	4069000	Just to do it at all.
4069000	4071000	If you want to do it in transition.
4071000	4073000	Well, I don't think it has to do with animations
4073000	4075000	either. It's
4075000	4077000	really
4077000	4079000	about
4079000	4081000	kind of identity
4081000	4083000	across re-renders.
4083000	4085000	So it's
4085000	4087000	about state. And I don't mean just
4087000	4089000	React state. I mean even
4089000	4091000	input state.
4091000	4093000	If you just render an input
4093000	4095000	that's uncontrolled
4095000	4097000	or focus or
4097000	4099000	scroll position or any
4099000	4101000	of the things that are kind of
4101000	4103000	stateful,
4103000	4105000	it's about
4105000	4107000	like imagine you render
4107000	4109000	a list of components
4109000	4111000	and then each of those components has
4111000	4113000	an input inside. And again,
4113000	4115000	this input doesn't have to be
4115000	4117000	controlled value
4117000	4119000	proper or anything like this. It could just be
4119000	4121000	browser input, React doesn't touch it.
4121000	4123000	You could do whatever with it.
4123000	4125000	And so you type into each of those
4125000	4127000	inputs and then suppose
4127000	4129000	the first item in the
4129000	4131000	list was deleted. And so
4131000	4133000	there's a re-render and
4133000	4135000	React now sees that
4135000	4137000	there's the
4137000	4139000	item, like you're
4139000	4141000	rendering two items instead
4141000	4143000	of three. The first one is gone.
4143000	4145000	And so if you don't provide the key,
4145000	4147000	React has no idea which of
4147000	4149000	these items correspond.
4149000	4151000	How do the old items kind of
4151000	4153000	match to the new ones?
4153000	4155000	Because it could be like this.
4155000	4157000	But it could be like this.
4157000	4159000	So it can't
4159000	4161000	know which one was deleted
4161000	4163000	because it
4163000	4165000	just doesn't have the knowledge.
4165000	4167000	And so if you get
4167000	4169000	it wrong, so if it just tries to
4169000	4171000	for example, it just matches up
4171000	4173000	like this.
4173000	4175000	And that's the default.
4175000	4177000	It goes in the direction.
4177000	4179000	This is the first one, used to be here,
4179000	4181000	now it's here. This is the second one, used to be here,
4181000	4183000	now it's here.
4183000	4185000	So the inputs
4185000	4187000	will be preserved.
4187000	4189000	And so if what
4189000	4191000	actually happened is this,
4191000	4193000	so the first item got deleted,
4193000	4195000	then you're going to see
4195000	4197000	wrong inputs at wrong positions.
4197000	4199000	And that is really the issue.
4199000	4201000	If you've already modified them,
4201000	4203000	but then things shifted, you're just
4203000	4205000	going to see
4205000	4207000	it's kind of the same.
4207000	4209000	Imagine you're in a bus
4209000	4211000	and there's like
4211000	4213000	20 people in the bus and
4213000	4215000	everybody has
4215000	4217000	a seat.
4217000	4219000	And you leave
4219000	4221000	some stuff on your seat. Maybe you leave your
4221000	4223000	headphones on the seat. I've done that once
4223000	4225000	and they disappeared.
4225000	4227000	And so imagine
4227000	4229000	the situation.
4229000	4231000	You leave the bus.
4231000	4233000	When you come back to the bus,
4233000	4235000	you want to go to your seat, even
4235000	4237000	if there's fewer people. Even if some people
4237000	4239000	got off the bus, you want to remember which
4239000	4241000	seat is yours. You don't want to
4241000	4243000	sit somewhere else. And so what happens
4243000	4245000	if you don't specify a key,
4245000	4247000	it's like you don't know what
4247000	4249000	your seat is.
4249000	4251000	So by
4251000	4253000	default, you're going to be seated in
4253000	4255000	the order.
4255000	4257000	That's kind of the default for the key. It's just like index.
4257000	4259000	So it's like the first people who gets
4259000	4261000	on the bus goes to the first seat.
4261000	4263000	The second person
4263000	4265000	goes to the second seat and so on.
4265000	4267000	And so if one of the people has
4267000	4269000	left, then everybody
4269000	4271000	else will get the wrong seat because
4271000	4273000	the order has shifted. And that's why
4273000	4275000	you need keys.
4275000	4277000	And so it's the same with
4277000	4279000	server components. You don't notice it all the time.
4279000	4281000	But I've definitely run into
4281000	4283000	why can't you just use the index
4283000	4285000	in the array? It's like, well, if you do that,
4285000	4287000	you actually get a clearer idea of why
4287000	4289000	keys are bad or why
4289000	4291000	you need a key. Where if you remove
4291000	4293000	the first item in the list, now
4293000	4295000	all of a sudden, item 0 became 1,
4295000	4297000	item 1 became 2, item 2 became
4297000	4299000	3. So it's like they're all different people
4299000	4301000	now. It's like everyone on the bus
4301000	4303000	traded seats all of a sudden
4303000	4305000	when that actually didn't need to happen.
4305000	4307000	And you don't always notice it.
4307000	4309000	But with efficient libraries, it's like you do.
4309000	4311000	Yeah, so this is very interesting
4311000	4313000	because you don't always notice it.
4313000	4315000	And like one
4315000	4317000	way to notice it is, yes, animations,
4317000	4319000	because they make it obvious that, wait,
4319000	4321000	a thing disappearing is a
4321000	4323000	very different thing from, you know, things
4323000	4325000	reordering and updating.
4325000	4327000	But another way to notice
4327000	4329000	it is, and that is
4329000	4331000	the most insidious thing, it's like
4331000	4333000	initially you don't add a key because
4333000	4335000	it seems to work fine. And then
4335000	4337000	like five months later,
4337000	4339000	somebody adds a little bit piece
4339000	4341000	of state somewhere deep down
4341000	4343000	in the item components,
4343000	4345000	like even like five levels down.
4345000	4347000	And this piece
4347000	4349000	of state will get misplaced when they
4349000	4351000	reorder because you didn't give the right key
4351000	4353000	to the top level thing.
4353000	4355000	So it's like if everybody leaves the bus
4355000	4357000	but nobody has headphones on the seat,
4357000	4359000	the seats kind of don't matter.
4359000	4361000	It's okay to sit anywhere. But if
4361000	4363000	you start leaving your valuables,
4363000	4365000	now it becomes
4365000	4367000	important. So that's why, and sometimes
4367000	4369000	index as a key is fine
4369000	4371000	when that actually corresponds to
4371000	4373000	the identity. So it's like
4373000	4375000	literally it's important, you know, the first thing
4375000	4377000	is the first thing, the second thing is the second.
4377000	4379000	That's what, you know, like a list of
4379000	4381000	words in a sentence or something
4381000	4383000	like this, or like the first line
4383000	4385000	of code, the second line of code.
4385000	4387000	Then it kind of makes sense that, yeah, the index
4387000	4389000	is actually the identity
4389000	4391000	of that thing. It makes sense that
4391000	4393000	the, you know, so.
4393000	4395000	Yeah, I agree.
4395000	4397000	But I'll say specifically
4397000	4399000	the server components part of this is
4399000	4401000	it's important for server components too
4401000	4403000	because server component output can
4403000	4405000	be refreshed. So if you have
4405000	4407000	for example like a refresh
4407000	4409000	button that will
4409000	4411000	cause, you know, the server component output
4411000	4413000	to update, maybe you deleted
4413000	4415000	that album from the database and they're all
4415000	4417000	going to like shift by one. And so this
4417000	4419000	is again why you want to have a key.
4419000	4421000	Yeah, that's the
4421000	4423000	part that I like, I don't know what it looks like
4423000	4425000	because I've only played with server components
4425000	4427000	in a read only model
4427000	4429000	where it's like I funnel all my data down
4429000	4431000	it renders on the page and
4431000	4433000	any mutations beyond that are
4433000	4435000	handled with client. And
4435000	4437000	it sounds like there are ways
4437000	4439000	with server components to like sort of
4439000	4441000	refresh, refetch
4441000	4443000	like the same fragment of components
4443000	4445000	and actually have it re-render
4445000	4447000	like server only search or something like that.
4447000	4449000	Yeah, that's exactly the
4449000	4451000	point. Like you're not supposed to be
4451000	4453000	copying, you know, props
4453000	4455000	from the server into state and then like
4455000	4457000	updating that state. Like the
4457000	4459000	whole point is not to have to do that
4459000	4461000	and to just be like something changed
4461000	4463000	just like you refresh
4463000	4465000	an API call except here you refresh
4465000	4467000	the output.
4467000	4469000	Yeah, exactly. And I do
4469000	4471000	want to try that. We might have to move to Next.js
4471000	4473000	to try it, I have no idea.
